,genre,body_text_clean
347,Rap,kane brown kane brown delux edit learn six year old kinda wet bed stepdad came nearli beat death bruis broken lone scare mom work nobodi nana show super protect tear eye saw neglect crazi part she straightup detect never wouldv guess shed cook breakfast three week later lock cell im seven year old stori tell sing im gonna let go forgiv someth gotta know caus hold forev itll hurt soul that im learn let go that im learn let go lyric commerci use 1409617854061
348,Rap,kane brown kane brown delux edit thunder rain lip eye dont wanna let go skin mine im lose control hear rumbl chest feel wind comin breath curv aint slowin aint nothin gonna stop us your fire im lightnin burnin core fallin crashin girl perfect storm lyric commerci use 1409617854061
349,Rap,kane brown kane brown delux edit pull could black dress high heel rip torn lucki jean cover morn boyshort favorit tee unbutton flannel layin floor lingeri hangin back door swear dont matter put like made kind thing dont teach orlearn put friday night everyth right wont take long til cant say walk she gonna steal show put caus know pull lyric commerci use 1409617854061
350,Rap,kane brown kane brown delux edit cold spot cement build white cinderblock fade red lip sign read cold spot work behind counter old man world crumbl grandpa gave hand cricket minnow kerosen rc moon pie softbal team learn life learn girl learn livin cold cruel world bought tag whitetail deer southern baptist bought beer hole wall hole wall behind counter saw lyric commerci use 1409617854061
351,Rap,kane brown kane brown delux edit aint stop us well road trip roll top south bound littl bikini white sand cant sleep gotta leav summer sun start peak window let know time time go got lead foot wait pocket full cash cooler full beer littl someth stash back car relax aint beach far well road trip roll top south bound littl bikini white sand tank top gonna let gun rock farmer tan got chevi go seventi girl look heavenli bunch kick back chill head lyric commerci use 1409617854061
352,Rap,kane brown kane brown delux edit comeback six month pass sinc said goodby never thought id run tonight cant ever think smile back saw everi day probabl shouldnt say im say could make comeback come back top world peopl want could dont know could make comeback come back lyric commerci use 1409617854061
353,Rap,kane brown kane brown delux edit rockstar take drive sing along everi word rollin stone stacey mom go live three door see daughter heart wild free blink 182 youd miss everi vers stori yeah parkin lotter night lit day glori back engin start sound youd strum chord id put petal two man dashboard pound rollin town rearview shakin kick drum beatin west coast deep bucketseat ever want right car back rockstar alot background sing back rockstar lyric commerci use 1409617854061
354,Rap,kane brown kane brown delux edit better place babi dream forti acr hous porch go way around imma buy youd rather see citi light crowd imma move uptown dont matter nah dont girl babi see livin anywher til sky fall good lord call us your girl wanna love til im push daisi wanna stare green eye babi til handinhand walk street gold six feet know im gonna make world better place lyric commerci use 1409617854061
355,Rap,kane brown kane brown delux edit granddaddi chair rememb rock chair boot underwear play rodeo night long use count till hit 8 second hit 6 time left us your heart ill never alon know your watch hope one day ill man use quick love slow anger never met stranger hope one day your look make smile make proud may lyric commerci use 1409617854061
356,Rap,kane brown kane brown delux edit set night fire chri young 10 pm folk sleep weekend aint know cow dont go 40 inch tire seen enough pavement take red dirt place somewher offroad wont find us bar ill tell right rule crack bud light get groov danc middl night middl field turn loos hell yeah that us dont need downtown get tear round watch star get bright set night fire fire fire set night fire fire fire lyric commerci use 1409617854061
357,Rap,kane brown kane brown delux edit what mine wasnt realli look caught eye anoth town anoth night didnt say much scare life didnt catch number didnt know name tri move couldnt help think knew youd chang everyth what mine everi breath take everi choic make might sound crazi pain wash away blink eye yeah save got dont need anymor what mine what mine what mine lyric commerci use 1409617854061
358,Rap,kane brown kane brown delux edit found id sittin old bar heart breakin broken bar stool wishin shed come runnin back runnin past runnin tab drinkin two night boy show drag town pick id never know missin didnt caus id never found random hous parti didnt even wanna go way move first time feelin make one sometim finish line start somethin new id never lost id never found oh id never found lyric commerci use 1409617854061
359,Pop/Rock,panic disco pray wick high hope high high hope live shoot star couldnt make kill didnt dime alway vision alway high high hope high high hope live didnt know alway feel gonna one million alway high high hope mama said fulfil propheci someth great go make legaci manifest destini back day want everyth want everyth mama said burn biographi rewrit histori light wildest dream museum victori everyday want everyth want everyth lyric commerci use 1409617854061
360,Pop/Rock,panic disco pray wick say amen saturday night travel pack cant carri anymor wait somebodi els carri there noth that left door peopl know arent use tri chang life one day would nobodi els save cant chang person dont wanna oh saturday night yeah pray wick weekend mama get anoth amen oh oh saturday night yeah swear god aint ever gonna repent mama get anoth amen oh oh saturday night yeah lyric commerci use 1409617854061
361,Pop/Rock,panic disco pray wick fuck silver line old new dedic song fuck silver line fuck silver line caus gold hot enough hot enough fuck silver line fuck silver line caus gold hot enough hot enough one one cherri cherri everyth cherri top wing wax endless mountain tragedi penniless fountain cherri cherri come cherri top sunset shadow trophi guess aint big enough say one one one fuck silver line fuck silver line lyric commerci use 1409617854061
362,Pop/Rock,panic disco pray wick hey look made life hustl tonight apprais caus im hooker sell song pimp record label world full demon stock bond bibl traitor deed get leav climber sadist yeah readi sequel aint readi latest garden evil im gonna greatest golden cathedr ill pray faithless lose boohoo hey look made hey look made everyth come ace ace dream dont wake dont wake said hey look made lyric commerci use 1409617854061
